,question,target
53,Which one is better to minimize SSE or MSE in ADMM?,1
4878,Basic Arithmetic in Finite Fields,1
5743,Separate incomplete elliptic integral into real and imaginary parts,1
5995,How can I show that the Lucas numbers are given by the sum of $F_{k-1}+F_{k+1}$,1
3294,Atiyah-MacDonald Exercise 4.17. Maximality assumption?,1
2105,A cubic simple graph without cut edges is matching covered,1
2011,Prove that $f : \mathbb R \smallsetminus \{−1\} \to\mathbb R \smallsetminus \{1\}$ given by $f(x) = \frac{x − 3}{x + 1}$ is bijective,1
1737,Understanding Index Sets,1
10581,Figuring out the language accepted by a DFA?,0
7265,How is the human oxygen absorption dependent on the concentration of oxygen in respiratory air?,0
553,How can I find maximum and minimum modul of this complex?,1
5063,Determining the operation of a direct product of a group?,1
1624,Procedure with limits problem,1
8383,why selecting cells after gene editing with CRISPR Cas9?,0
11519,Convert size_t to big endian on Linux,0
3777,"If an upper semicontinuous multivalued map is compact on a set, is it compact on the boundary as well?",1
1086,Using ODE to model a discrete phenomenon,1
4714,Find the minimal polynomial of a particular matrix,1
4682,"Finding $\lim_{n\to\infty} \int_0^{\infty}\frac{1}{(1+\frac{x}{n})^nx^{\frac{1}{n}}}\, d\lambda$",1
9964,Comparing algorithms to decode a String,0
10532,Recurrence Relation for Column Major Form of multidimensional array,0
5693,Uniqueness of ODE solution,1
28,what is the area of triangle?,1
3876,Calculating average cost of water including possible lottery winnings,1
5318,Expected value exercise $E[e^{-\mu Y}]$,1
1076,"What does $P(x, r)$ parallelepiped mean?",1
1897,Solving a linear system of equations use row operations,1
7598,Closing a Plasmid by Ligation,0
7098,Are sulfates or nitrates common ions in biochemistry (specifically of the body)?,0
11644,Creating user accounts as an administrative user,0
3809,Is Every Invariant Subspace the Kernel of an polynomial applied in the operator?,1
11964,Proving an algorithm satisfies $\epsilon$-DP,0
6199,Identification of Jumping Spider Species,0
6317,What is topological crossover?,0
7071,Does food continue to stay sequential once it is inside my body?,0
513,Nested subspace and the fundamental group.,1
1984,How do I re-write this propositional formula in conjunctive normal form (CNF)?,1
10256,Why does Kadane's algorithm solve the maximum sub-array problem?,0
7688,Limit of muscle atrophy,0
7165,Why does having cold hands hurt?,0
3991,Image of a multivariable function,1
4141,Why does $a^n - b^n$ never divide $a^n + b^n$?,1
8587,why is DNA antiparallel? Can it be parallel?,0
8519,Why does chewing enrage me?,0
4290,find smallest $x>0$ such that $\frac{A}{cx}e^{-cx^2}\le \varepsilon$,1
11267,Basic user registration code,0
4344,From a problem in finite field to a problem in number theory,1
7446,The GUG start codon in E. coli: identity of initiating tRNA and efficiency of translation,0
10461,Locality sensitive hashing with non-scalal values,0
9441,Initial Algebra example,0
4162,Compact Metric Space as a Countable Union of Closed Sets,1
4355,Is it possible to delete a constraint after replacing it in another constraint?,1
4850,Number of unordered factorizations into $k$ distinct parts,1
4965,Proving the inequality $\frac{a^3}{b^2-bc+c^2}+\frac{b^3}{a^2-ac+c^2}+\frac{c^3}{a^2-ab+b^2}\geq a+b+c$,1
6338,How to know which residues belong to the variable or constant regions of a Fab (fragment antibody)?,0
7845,When does a jalapeño begin to produce heat/capsaicin?,0
7035,How screeching affects the body?,0
11102,Party optimization: maximum weight independent set in a tree/graph,0
726,Computing the trigonometric sum $ \sum_{j=1}^{n} \cos(j) $,1
8770,What is this insect seen in Northern Italy?,0
11481,Apply function to every subset combination and return square matrix,0
747,Probability of Jamaica winning at least 2 medals on the 100m finals given that they have 3/8 competitors?,1
6356,How does isopropyl alcohol disinfect less in higher concentration?,0
7985,What's the worst that can happen from too much sleep deprivation? Can you die?,0
6568,What is the number of DNA strands per cell?,0
11039,Dynamic programming: maximize the number of things to be bought,0
11310,Perl switch/case module,0
8418,Effect of pupil responses on the electroretinogram,0
3979,Cycles and permutations,1
8601,"Does this ""fleeing spiders leaving fields of webs"" phenomenon have a name?",0
11871,Converting (math) problems to SAT instances,0
7055,What evolutionary explanations are there for death?,0
3311,Example of homeomorphisms with different supremum metric,1
3428,Streaming algorithm for polynomial fitting data?,1
3360,prove $f$ is bounded given $f(t^2+u)=tf(t)+f(u)$,1
10459,Toggle functions for drop down for a clock time widget,0
10346,C# Program that checks on the status of the Capslock with each character insert,0
9631,Is order of matrix multiplication affecting numerical accuracy of the result?,0
0,"$2\left|f'(0)\right|=\sup_{z,\omega \in \mathbb{D}} \left|f(z)-f(\omega)\right|$ implies that $f$ is linear.",1
8953,The pBR322 convention,0
537,Show this polynomial has a unique positive root.,1
7260,Why isn't there a standard unit of promoter strength?,0
7809,In which way would the yeast cell cope with the excess amount of methionine in the growth media?,0
3608,Why does $\lim_{x\to 0}x^{\cos 1/x}$ fluctuate between $0$ and $\infty$?,1
5025,Showing the Fibonacci inequality $f_1^{f_1}f_2^{f_2}f_3^{f_3}\cdots f_n^{f_n}\leq f_1!f_2!f_3!\cdots f_n!\;e^{({f_{n+2}-n-1)}}$ without induction.,1
462,How to calculate the area of an asteroid using Green's theorem,1
1292,How to find the expected number of days?,1
11712,Convert JSON from a webservice to text file,0
6376,"Why does it hurt when you take sweets, if you have cavities in your teeth?",0
7886,Pyruvate oxidation - where did the hydrogen come from?,0
9021,Forward Error Correction for streaming data,0
1826,Verification of Alternate Proof for Identity Theorem in Conplex Analysis.,1
8657,Why do soap molecules not break down your skin cells when you wash your hands?,0
1639,Find the unique solution to the IVP $x' = Ax$ where $A = \begin{bmatrix} {-3}&{2} \\ {-1}&{-1}\end{bmatrix}$,1
6893,Why are X-linked illnesses less common in females if females have X-chromosome inactivation anyway?,0
5418,Every Halin Graph has a Hamilton Cycle,1
2976,Dimension of linear system of divisor of two points on curve of genus greater than 2,1
7867,What is the likelihood of a single human gene to the same gene from the other human?,0
4779,Perfect numbers whose number of divisors is also perfect,1
8499,Western blotting questions?,0
1210,integral inequality increasing continuous function.,1
8367,What is this insect I found in Russia?,0
3354,Integral using Euler's substitution,1
6008,Death from too little salt?,0
8155,Which amino acids can be phosphorylated?,0
8178,What is the reproductive success of a biting mosquito?,0
8284,Osmosis and hydrostatic pressure,0
2498,Minkowski's and Holder's inequality confusion,1
10800,Check array in linear time with a constant space complexity,0
2437,How are mathematicians taught to write with such an expository style?,1
7660,Can foraging worker ants become queens?,0
10856,Decidability of dependent typing on primitive recursive languages,0
829,Cooperative Game Theory specialized forum,1
9250,algorithm for scheduling tasks based on constraints and feedback loop if possible,0
11513,Automatically push git submodule's parents recursively,0
8647,Are SLC52A2 and GPR172A really the same?,0
6949,How different is breathing in wildfire smoke in urban areas compared to sitting by a campfire for a night?,0
7752,What are the limitations to current nucleotide sequencing technologies?,0
10101,Producing queries based on user interface selection,0
6411,"What is meant in biology by the term ""evolved""?",0
4755,parallel translation within geometrical form with two different heights,1
9305,Is this a valid implementation of a 'future'?,0
6355,How does one calculate the amount of oxygen produced by trees?,0
11349,Item lookaheads versus dot lookaheads for $LR(k)$ with $k \gt 1$?,0
10396,Represent a Class which holds translation Strings,0
7770,Does hypokalemia increase sodium concentration in cells?,0
2151,"Two old papers, or an old journal, or both",1
1293,How to prove that the set of maximal elements of a set of prime ideals is finite,1
10448,Solving a Knapsack problem with a special structure,0
4930,"How can I prove using the chain rule for function $u(x,y)$ s.t. $f(s,t) = u(e^{s+t} , e^{s-t})$ that $f_{ts}= 0$ iff $x^2u_{xx}-y^2u_{yy}=yu_y-xu_x$",1
4449,Simplify $S=\sum_{i=0}^{k}a_i (2n)^{2i+1}$,1
7514,Do ants also use the Earth magnetic field?,0
11307,Should I keep a relevant constant in the Time Complexity?,0
1289,Existence of orthogonal matrices with zero diagonal and non-zero off-diagonal values,1
2564,what is the significance of the annulus in laurent series?,1
3379,Help with basic trigonometry,1
3692,"Rotating a matrix itself, not applying a rotation to a space",1
6788,Help me to identify this stream insects,0
1656,number of distinct rotations of a string,1
1439,Convert a rank-number to an nPk permutation?,1
5442,"Am I finding $f(x,y)$ correctly?",1
59,"Calculate a sum $1+4e+9e^2+...+n^2e^{n-1}$, where e is nth root of unity",1
8598,How are Thyroid Stimulating Ab destroying thyroid tissues?,0
1859,About minimal subgroup of a finite group.,1
6230,Ephedrine or pseudoephedrine indirectly central alpha2 mimetic?,0
4738,Mayer-Vietoris sequence for the figure eight,1
7083,Looking for Kelly Chibale's paper on Malaria cure,0
6952,What sort of fish is this?,0
1198,Matrix Determinant Formula,1
1687,Discretization of an EXP function,1
10062,Smallest set non-disjoint with other given sets,0
10233,Relation between RAM and Turing machine,0
4071,Solving this permutation,1
2991,paint $\mathbb{R}^2$ with two colors,1
8019,How do insects survive the winter?,0
2685,"If $x$ is rational then $\,x+\frac{1}x \,$ is an integer $\iff x = \pm 1$",1
243,The largest sum of products of pairs of number's terms,1
11792,Space complexity for storing integers in Python,0
8662,Can you extract specific data from EEG,0
11441,Loading xml data to shift array keys,0
6801,Major groups of photosynthetic prokaryotes,0
4756,Commutativity of Fourier sine/cosine transforms,1
529,Is the space of maps which satisfy this vanishing condition finite-dimensional?,1
11059,Can we use Operator precedence parsing with this grammar?,0
7539,Where does Taq polymerase migrate during electrophoresis?,0
1429,One variable Maxima minima problem,1
6970,Can I breed the most productive hen by hatching eggs from the most productive ones?,0
4612,how many zeroes does 2012! have at the end?,1
7193,Can qPCR primer with several mismatch works?,0
668,Are measures better thought of as densities than differentials?,1
8584,Inheritance of mitochondria,0
2748,Express AB in terms of $a$,1
5875,Determining if it is a permutation or a combination for this question,1
6812,Is this a bed bug skin?,0
10747,Does the following transformation preserve context-freeness?,0
5276,How many quotients/remainders can we get for a given Gaussian integer?,1
10391,Android audio recording using AudioRecord and ByteBuffer,0
10727,Using SMT Solvers in formula checking,0
9055,"Such code, Much wow, very FizzBuzz",0
11149,Gyorgy E. ReveszExercise 1.1: Show the grammar $G$ generates the language $L$,0
904,"Understanding the difference between two theorems related to $|G\,:\,K|=|H\,:\,K|\cdot|G\,:\,H|$.",1
11951,Minimizing catastrophic risk in Gale-Shapley matching,0
1087,Should I apply boundary conditions in the general solution before finding the particular solution?,1
3745,Order 2 elements in finite characteristic field,1
2804,$L^\infty$ is complete,1
11482,SQL Join with PropertyID and Name,0
2772,Why did Gauss think the reciprocity law so important in number theory?,1
11406,How to best maintain a sorted list from a stream of integers?,0
1795,"In △ ABC, D is the midpoint of AB, while E lies on BC satisfying BE = 2EC. If m∠ADC=m∠BAE, what is the measure of ∠BAC in degrees?",1
7138,Is NADPH salt still usable after an hour at room temperature?,0
8848,Is it possible to prove that a hand sanitizer can kill 100% of a person's germs?,0
3532,Show that $X$ is a $T^1$ space.,1
7550,Why do humans alone have the capability to have religious/spiritual experiences?,0
11230,Best solutions to 6 degrees of separation,0
8410,How do veins's valve pocket sinus tend to become hypoxic?,0
638,"How to find the base, given a number and its representation in the base?",1
10412,Update Google Sheet with Python,0
4622,what is the solution of this question on partial differential equation,1
4324,How do I show $x^2 \sin (\frac{1}{x})$ is differentiable?,1
2711,"Knowing $\int\sin(nx)\cos(mx)\,dx$ shortcut for $\int\sin(nx)\sin(mx)\,dx$?",1
10450,On classes $\mathsf{\oplus PSPACE}$ and $\mathsf{\oplus L}$?,0
5461,"If $\Sigma $ is the splitting field of $f$ over $K$ and $K \subseteq L \subseteq \Sigma$, show that $\Sigma$ is the splitting field of $f$ over $L$.",1
5952,On characterization of MRE estimators,1
9182,Graceful shutdown of applications/servers,0
9485,Why are the two farthest points vertices of the Convex Hull?,0
8678,"What is the difference between ""lineage restriction"" and ""differentiated"" in terms of stem cell biology",0
9282,Maximizing integer sets intersection (with integer delta),0
4869,a locally confluent and terminatting rewrite system is complete,1
7244,Are there any primary structure sequences that strongly suggest b-sheet or alpha helix?,0
11702,Using Task.Run(..) in a .NET property,0
7309,"Eating rarely but a lot, or often but little",0
5773,"$K=\frac{1}{2}mV^{2}$, random variable transformation.",1
5626,Sample size for 95% Confidence,1
7403,Why didn't humans evolve to reproduce identical twins all the time?,0
6096,Cocoon like bug on exterior walls south florida,0
3970,Period of function as result of quotient of two functions,1
5732,Show that the center of the circumscribed circle of the triangle ABC is on the line AE.,1
2016,Can negative integers be prime?,1
5099,"$\operatorname{supp}(f_{X,Y})=\{(x,y)\in\mathbb{R}^2||x|+|y|\leq1\}$ then $X,Y$ are not independent",1
3218,"Integrand is a function of one extra variable, but the definite integral is not. What can one conclude?",1
10950,String Extension improvement,0
6885,Why does the pET- expression vector contain a LacI gene additionally to the one in the genome?,0
6124,"Why are $\beta_2$ receptors present on bronchial smooth muscles , considering that they have only parasympathetic innervation?",0
6167,Does a presence of ants on a plant mean that the plant has been infested by aphids?,0
6627,Why hypothyroidism causes body ache?,0
1844,Applications of Perfect Numbers,1
10932,custom smart pointer class template,0
3904,"Find $y+z$ in the magic square, understanding the solution",1
812,The real and deep meaning of quantifiers in first order logic and set theory,1
8235,What is this insect or worm?,0
7087,Shortest strings not present in the human genome,0
3416,Henselization and completions of local rings & schemes,1
2876,About the Cantor-Schroeder-Bernstein theorem.,1
5646,How to prove $\|AB\|_1\leq\|A\|_2\|B\|_2$ (Trace-class and Hilbert-Schmidt operators),1
263,How many ways are there for eight men and five women to stand in a line so that no two women stand next to each other?,1
10907,Interactive Rock Paper Scissors,0
10030,Finding peaks in a DataFrame,0
3424,Category theory inquiry: limits,1
10290,Is every program is equivalent to a Push Down Automata?,0
3035,"Confusion about curve, genus, and rational point",1
10985,Turing Machine - Analyze brackets,0
8154,Discrepancy in time for genetic differences between human and chimpanzee to accumulate,0
7195,What does the phrase 'background level' mean?,0
3405,What's wrong in my approach in evaluating $\cos^{-1}(\cos\ 10)$,1
6163,Why Is Most Life Symmetrical Externally But Not Internally?,0
8189,Currency metabolites vs. current metabolites: What's the right term?,0
6195,How does the brain initiate the process of releasing the neurotransmitters?,0
9433,Boolean circuit with two inputs and advice input is hard-wired,0
9908,Is this FizzBuzz code idiomatic Groovy?,0
2431,$\sqrt{a-b\sqrt{c}} \in \mathbb Q(\sqrt{a+b\sqrt{c}})$,1
11239,Python Binary Search Tree Implementation,0
6451,Difference between 'Orbit' and 'Globe' in eye anatomy?,0
4483,Showing a value of certain integral by applying Fubini's Theorem,1
1436,Holomorphic functions: is it true that $f(\bar{z})=\overline {f(z)}$?,1
395,Query relating to marginal pdf (probability density function),1
3465,What is the flaw in my thinking for the graph of this function?,1
427,A theorem about operator theory,1
9626,Unreachable Real Numbers - Randomness & Computability,0
11082,Runtime compiler for getting/setting runtime property values,0
5002,Deforming contours in the saddle point method,1
11912,Check for valid parentheses nesting,0
9126,Set an image sprite depending on the lowest common number in a set,0
7114,Is there any relation between weight class and extreme lifting performance in O-lifting?,0
2024,Let A and B be any propositional formula,1
8650,"In oscillometric blood pressure measurement, why do we assume that highest oscillations correspond with mean arterial pressure?",0
3796,Integrating $\tan^2{x}\sec{x}$,1
3328,Geometric interpretation of the elements of $SO(3)$,1
2111,Solve the equation $\cos^2x+\cos^22x+\cos^23x=1$,1
5846,"Suppose that f : [a, b] → R is continuous and that f([a, b]) ⊂ [a, b]. Prove that there exists a point c ∈ [a, b] satisfying f(c) = c.",1
4597,"understanding the proof: there exists a trigonometric polynomial, which an $(\epsilon, \delta)$ approximation to the identity",1
7037,What is Meriva Phytosome Curcumin?,0
4381,Given a graph $G$ with proper coloring. There is a vertex $v$ neighbor to all colors.,1
3567,What are some of the major open problems in category theory?,1
2411,"Question about the range of $f(x,y)=\frac{x\cos x + y \sin y}{x^2+y^2+\alpha}$",1
7587,Identification of a spider from my basement,0
2279,Check whether the statement true or false?,1
113,Is there a relation for when a circle intersects more than half the perimeter/circumference of another circle?,1
4973,Question about a proof by contradiction observation involving mutually exclusive disjunctions,1
6628,Conjugation in bacteria,0
2278,I was trying to solve a complex number to a power using de Moivre's Identity but got stuck.,1
10381,How to solve a problem about balancing parentheses with smileys?,0
9832,A semaphore implmentation with Peterson's N process algorithm,0
11320,"What does ""schema"" mean?",0
3944,"How to calculate $\frac{d}{dx}\left(\int_{\sin(x)}^{\cos(x)}\:e^{t^2} \, dt\right)$?",1
10647,Force attribute value on potentially non-existent or locked PyNode,0
9660,"Sum Square Difference, which way is more Pythonic?",0
818,How to solve the below system of congruence?,1
558,How to find out the overlapping area of circles?,1
10039,LeetCode 146: LRU Cache I,0
5985,Strange behavior of infinite products $\prod^{\infty}_{n=1} \ln (1+ \frac{1}{n} )^n$ and $\prod^{\infty}_{n=1} \ln (1+ \frac{1}{n} )^{n+1}$,1
8698,Reproduction number of a SIR model with mortality,0
7932,Extreme or just rare: evolution of complex life in extreme environments,0
3717,Stone duality for ideals and filters (exercise),1
648,Taking adjoints does not preserve strong continuity of semigroup,1
10471,ES6 class that generates an area where you can draw on a page,0
3940,Prove that $A-I_n$ is idempotent,1
7054,Why does K+ move out of the cell?,0
11559,Improvements for ugly reflection,0
1109,Nonsingular projective variety of degree $d$,1
2201,"If $L^{\infty}$-norm of a set of Holder continuous functions is bounded, then does it imply that its $L^p$-norm is also bounded?",1
7389,Why does hypergranulation prevent the epithelialization of a wound?,0
10024,Deriving from a terminal word in a context free grammar,0
10589,Towers of Hanoi in Haskell,0
1009,Find the Lipschitz constant for the following function,1
9670,Add license to beginning of files,0
9100,"Hangman game, with the number of guesses depending on the word length",0
11978,Generic Makefile for C projects,0
5229,Counting right triangles with integral hypotenuse and given integral height,1
9460,Auto-registering CRTP Factory,0
721,nabla operator under the integral sign,1
4046,Is x=y=z a function?,1
3275,Simplify $\sqrt {9 + 2(1 + \sqrt {3})(1 + \sqrt {7})}$,1
1808,Showing that $A= \{x=(x_n)_{n \in \mathbb{N}} \in E \mid 0 \leq x_n \leq a_n \}$ is a closed set.,1
4259,Why does my change of variable not work?,1
6692,Periods of Heavy Speciation,0
9317,Are time complexity of followng codes equivalent?,0
8512,"How did the huge dinosaurs cope with gravity and loads on bones, etc.?",0
6497,How does epigenetics affect the birth conditions via alcohol?,0
11878,Project Euler #2 (Fibonacci Sequence),0
7109,Name of This Black and White Dove,0
2017,Equation to circle around a point in 2D grid,1
6294,what is the difference between early blight of potato and late blight of potato?,0
10686,Problem with understanding the lower bound of OPT in Greedy Set Cover approximation algorithm,0
3561,A closed set in metric space such that $A'$ is not empty and $(A')'$ is empty,1
6059,Construct a restriction map of a linear fragment of DNA using the following data?,0
7546,What is this insect that showed up after I left food out? How can I get rid of it?,0
988,Using $\epsilon-\delta$ to prove that a limit is not a specific number,1
10838,Check whether two strings are anagrams,0
10001,Why have additional symbols on a Turing machine?,0
8577,How can there be a one-to-one correspondence between RNA and genes?,0
8213,"Why would a venus fly traps mouth that's still ""chewing"" die?",0
8076,Any examples of a group of micro-organism that continuously spans two or more species classifications?,0
9178,How to deal with some of the dependencies?,0
1554,sample standard deviation given population standard deviation,1
6324,What is the lifecycle of hanging woody vines?,0
5843,Uniform bound on time derivative in Galerkin method for parabolic PDE (need explanation of text),1
9554,Shift register library design,0
2358,Exercise 36 Ch 1 in Stein's Real Analysis,1
56,two distinct elements of $GL_2(\mathbb{R})/SL_2(\mathbb{R})$.,1
2923,Prove that $f$ is a constant function if $f(x)-f(y) \leq (x-y)^2$,1
11216,Extending the MVC Routecollection,0
8149,Short dated spontaneous ringing in ear,0
3221,Prove this inequality: $E[f(A^{(p)})+f(B^{(p)})]≥(1-p)(1-q)f(\emptyset)+p(1-q)f(A)+q(1-p)f(B)+pqf(A\cup B)$,1
8763,Neanderthal minibrains vs human minibrains,0
10094,What is the difference between these terms?,0
9928,Synchronous loop with internal asynchronous calls,0
1430,Bijection between dominant rational maps and morphisms of function fields?,1
10707,Recursive math expression eval,0
8830,From what stage can you speak of an inflammation?,0
8607,can magnesium bicarbonate be absorbed in the mouth?,0
10669,Convert a double to a string containing rational and surd,0
5998,"Hilbert-Schmidt distance: $D_{HS}(\rho_1,\rho_2) = 0 \implies \rho_1 = \rho_2$",1
8995,Germ cells vs. gametes,0
5977,Complex Analysis: Convergence of Power Series,1
10783,Proving n^2 = O(log n),0
11677,Total number of non overlapping subsets,0
7782,Does evolution produce organisms perfectly adapted to their environment?,0
3471,Strictly increasing bounded function of class $C^1$,1
11244,parallel processing of files from a directory,0
2447,Tamal K. Dey's Curve and Surface Reconstruction - Lemma 3.3. Normal Variation,1
5914,Sum of floor of rational product,1
5323,Intersection of conic and line,1
6650,Cultivate snails and maintaining them alive,0
10663,Monte Carlo Algorithms : Are there any problems where two opposite Monte Carlo algorithms could solve it?,0
3128,Find the $AM$ where $AB=4$ and $AD=5$ are the diameters of a circle,1
688,Find the average rate of change of the function over the given interval,1
3839,"if $f(z)$ is continuous on the compact set $\Omega$, then $|f(z)|$ attains its maximum in $\Omega$",1
1350,A stick of fixed length is broken into 3 pieces. Construct triangle,1
5005,Why is the Probability Generating Function useful to calculate probabilities of the sum of independent variables?,1
10456,Removing duplicates from list and filtering non-letter characters,0
4308,Definition of sum of ordinals,1
3610,Contour and perimeter recognition in binary image,1
10337,What is wrong with this proof that proves that 0*1* is not a regular language?,0
7457,Why do the fastest runners tend to be black?,0
1038,Clarification for a proposition about inner products,1
3369,$\mathscr{B}$-matrix of T and Characteristic Polynomial,1
2485,"Let $u = (2, 3, 1)$, $v = (1, 3, 0)$, and $w = (2, -3, 3)$",1
5868,Definition of the Laplacian as an operator from $H_0^1(\Omega)$ to $H_0^1(\Omega)'$,1
3539,"Functional-analysis. Show that the distance $p(x,y)$ satisfies the following properties.",1
1700,How do we obtain that $(n|z|)^2-n|z|-1 \leq 0$?,1
4450,Notation: Difference between $C$ and $C^0$,1
842,"Clarification on "" the collection of subsequential limits of a sequence in a metric space form a closed subset""",1
5121,Why is this integral $0$ when $x > t$?,1
7056,Difference between clonal and subclonal mutations,0
2384,A trace inequality with epsilon in Sobolev spaces,1
10065,Main differences between intuitionistic type theory and calculus of constructions (CoC),0
3336,Are these two definitions of equi-continuity equivalent?,1
9199,Returning an object from service,0
5061,Polynomial $P(x)$ with degree $1998$,1
1976,Show that every interval is a Borel set,1
8858,Is it possible to exclude article types in a PubMed search?,0
3772,Book of problems in abstract algebra,1
4764,Prove that $K^{\times}=\langle \alpha \rangle$ where $\alpha$ is transcendental cannot be true.,1
1690,What is the correct spelling of Paul Erdős's name?,1
3588,"Find the no of digits in the sum of all integral values of a in $[1,100]$ for which following condition satisfies.",1
10883,Inserting strings in middle of a text file using streams,0
10393,Managing database connections for unit tests,0
2008,"Model selection in regression: Estimated parameters seem to be ""non-significant""",1
3047,Pigeonhole principle and the random graph,1
10139,Are all PDA equivalent to two-state-PDA?,0
11823,Prevent multiple ifelse statements in php,0
2493,Proving or disputing existence of required linear transformation,1
1912,Global Solutions on Compact Space,1
985,"What is the proof for $\sqrt{-a}\times\sqrt{-b}\neq\sqrt{ab},\text{ where }a,b\in \mathbb{R}$",1
431,Trig equation that fits the plot points (octagonal pyramid),1
1682,How to convert decimal answers into trig simplifications (symbols)?,1
10002,Strongly connected components in a graph: Kosaraju's algorithm,0
1726,Difficulty finding context free grammar for this language,1
4425,"Question on limits and trigonometry, $\cos(x)\cos(2x)\cdots\cos(nx)$",1
1579,"Lie algebra representation induced from homomorphism between spin group and SO(n,n)",1
6261,How to determine whether a newly discovered dinosaur is not a young one and not an entirely different species?,0
5690,Fermat Kraitchik Factorization Method,1
482,When does a map between CW-complexes give a relative CW-complex?,1
2185,Alternative to matrix inversion?,1
2585,Compute the Error Bound for the Lagrange Interpolation Polynomial,1
3322,Question about the definition of a complex manifold,1
6743,What is this animal that hides in dustlike structure?,0
2344,Radius of circle tangent to larger circle intersecting smaller circle at specified angle,1
6910,Structure of fitness landscapes in the NK model,0
925,Does considering a pair of vacuously true statements lead to a contradiction?,1
3826,Symmetry in graphs of polynomials,1
837,Prove and Find the solution.,1
4966,Area under a curve proof using product measure,1
7643,Why are killer whales found in the Gulf of Mexico smaller than ones found in the Pacific?,0
6776,Are human fetuses more likely to be male?,0
6128,"What percentage of the human genome hasn't been sequenced yet? If percentage estimates aren't precise, why is it difficult to estimate?",0
6550,"Why dont ""growing degree days"" have units of degrees Celsius (or do they)?",0
3147,"If $f$ and $g$  are continuous and  for every $q\in \mathbb{Q}$ we have $f(q)=g(q)$, then $f(x)=g(x)$ for every $x\in \mathbb{R}$",1
1915,Algorithm to calculate price based on number of units,1
7029,What factors affect the number of individuals in an animal group?,0
334,Sphere homeomorphic to plane?,1
1320,question related to equicontinuous set,1
10826,Temperature conversion in C,0
5874,Algorithms for Performing Large Integer Matrix Operations w/ Numerical Stability,1
1114,Proof of Proposition 2.4 in Atiyah-MacDonald,1
9747,Finding the right structure for my application,0
8028,How does 'phosphorylation of glucose' maintain concentration gradient in membrane transport (facilitated diffusion)?,0
3781,Find definite integral based on other definite integrals,1
586,"Convergence/Divergence of Integral, can P-test be used here?",1
9239,Square Progress Indicator,0
4840,Conjecture: all complex roots of $\sum_{k=0}^\infty \frac{z^k}{\left(nk\right)!}$ are real,1
633,Asymptotic distribution of a linear function,1
11725,Wrapper for caching methods in ASP.NET,0
1229,"Let $L_1 = 1, L_2 = 3$ and $L_{n+1} = L_n + L_{n−1}$ for $n ≥ 3$. Prove by induction ...",1
5040,Is there a term for the relationship of vector subspaces $U_1 \cap U_2 = \{0\}$?,1
5944,Injectivity of a map between manifolds,1
11020,What does the posterior probability of a variable mean in the Bayes' rule?,0
536,Definition of a sequence.,1
5688,Compute for the nth item from the code range of 000A to ZZZZ,1
9209,Day counter between two dates,0
11299,My own functions for working with files,0
8655,Acetylcholine and muscles- excitatory or inhibitory? (muscle atonia and myasthenia gravis),0
2837,Showing that $k | 12$ given $k$ is the order of $2$ mod $13$.,1
6763,Do babies conceived naturally or artificially have any differences in long-term health?,0
4148,A grid where every combination of two colours appears exactly once,1
2366,Why does this system of equations have no solutions? Exercise forbids trying to solve it,1
756,Mathematical idea behind tax bracket,1
5924,Convergent subsequence proof,1
8042,How are cell death like apoptosis and entropy related?,0
4422,Prove about the identity component,1
11693,(Python) Random Number Guessing Game,0
9912,Proof of Program Correctness - Loop Invariants,0
8080,Calculating the ripeness rate in fruits,0
6252,How many plants or trees should one plant to take carbon dioxide from atmosphere?,0
10283,Javascript Performance Optimization,0
6031,Does body temperature affect human lifespan?,0
2077,Converting Second Order ODE to First Order,1
6093,"Definition of ""Niche Complementarity""",0
7741,What is the minimum water consumption for Arabidopsis and other plants?,0
8649,Is there any strong factor against human edible plants being widespread and easy to gather?,0
10400,Two versions of Subset Sum Problem,0
4485,$\sum_{k=0}^n \binom{n}{k}x^k(1-x)^{n-k}k$?,1
3418,Every normal operator on a separable Hilbert space has a square root that commutes with it,1
5150,Group Theory (Abstract Algebra) question! o(G) vs o(g)??,1
1373,How to evaluate this integral ($\int_{0}^{\infty}\exp(-\alpha x^2)\cos(\beta x)dx$)?,1
761,"How to use the assumption that a vector field is curl-free in a ""convex"" region,",1
6890,Why cytotoxic T cells don't kill dendritic cells when they present antigen?,0
2649,Greens function of 1-d forced wave equation,1
803,Hilbert polynomial of a point,1
10867,Base-k representations of polynomials: state of art,0
5108,Basic sequence- what is so special about it?,1
1672,Three questions about Evans proof of the converse to the mean value property,1
7510,Is this a variety of banana slug (Ariolimax columbianus)? (California),0
1655,What exactly is the paradox in St. Petersburg paradox?,1
7706,How HIV Affects and Its Treatment using Combination Therapy,0
11843,Is a stack machine with a forward read iterator Turing complete?,0
6323,What stops myosin during muscle relaxation?,0
191,"If $\gamma:[a,b]\rightarrow \mathbb{C}$ is a piecewise smooth path and if $\beta:[c,d]\rightarrow \mathbb{C}$ is a path that can be obtained from",1
3866,Level curves and trajectories.,1
10440,Can I include some manual effort in creating an otherwise automated research prototype tool?,0
2996,Singular and regular points of a curve,1
5786,Proof of $X+\csc{\left(\frac{\pi}{X}\right)}>2\csc{\left(\frac{\pi}{2X}\right)}$,1
928,finite sets in a metric space,1
141,How to minimize the amount of material used to make a shape of a given volume?,1
